CMDLINE /Library/Frameworks/Python.framework/Versions/3.8/bin/python3.8 obs_pS.py
MEM 141.800781 1622088632.4600
MEM 141.808594 1622088632.5701
MEM 141.816406 1622088632.6845
MEM 141.820312 1622088632.7980
MEM 141.824219 1622088632.9075
MEM 141.828125 1622088633.0170
FUNC Graphic.__init__ 108.3438 1622088623.5511 128.1562 1622088624.2311 0
FUNC Graphic.slider_temp 108.3906 1622088623.5609 128.1523 1622088624.2055 1
FUNC Graphic.slider_temp 128.3086 1622088624.3154 128.3164 1622088624.4907 0
FUNC Graphic.slider_temp 128.7461 1622088624.5101 128.7969 1622088624.6529 0
FUNC Graphic.slider_temp 135.0781 1622088631.6929 138.8633 1622088631.7725 0
FUNC Graphic.slider_temp 138.8633 1622088631.7880 138.9570 1622088631.8475 0
FUNC Graphic.slider_temp 136.1406 1622088631.8945 140.2656 1622088631.9644 0
FUNC Graphic.slider_temp 140.2969 1622088631.9793 140.6367 1622088632.0426 0
FUNC Graphic.colorSlider 108.3984 1622088623.5752 128.1523 1622088624.1893 2
FUNC Graphic.colorSlider 128.3242 1622088624.3233 128.3164 1622088624.4770 1
FUNC Graphic.colorSlider 128.7461 1622088624.5186 128.7812 1622088624.6457 1
FUNC Graphic.colorSlider 135.0781 1622088631.7001 138.8633 1622088631.7652 1
FUNC Graphic.colorSlider 138.8633 1622088631.7932 138.9531 1622088631.8420 1
FUNC Graphic.colorSlider 136.1445 1622088631.9014 140.2656 1622088631.9593 1
FUNC Graphic.colorSlider 140.2969 1622088631.9867 140.4023 1622088632.0376 1
FUNC Graphic.B12_callback 138.2188 1622088629.5363 138.2383 1622088629.5566 0
FUNC Graphic.B12_callback 138.3320 1622088630.2066 138.3320 1622088630.2253 0
FUNC Graphic.B12_callback 141.8203 1622088632.8036 141.8203 1622088632.8218 0
FUNC Graphic.B1M_callback 138.2383 1622088629.6459 138.2500 1622088629.6655 0
FUNC Graphic.B1M_callback 138.2539 1622088629.6759 138.2539 1622088629.6926 0
FUNC Graphic.B1M_callback 138.2539 1622088629.7050 138.2539 1622088629.7260 0
FUNC Graphic.B1M_callback 138.2539 1622088629.7349 138.2539 1622088629.7559 0
FUNC Graphic.B1M_callback 138.2539 1622088629.7667 138.2539 1622088629.7876 0
FUNC Graphic.B1M_callback 138.2539 1622088629.7987 138.2539 1622088629.8187 0
FUNC Graphic.B1M_callback 138.2539 1622088629.8284 138.2539 1622088629.8500 0
FUNC Graphic.B1M_callback 141.8281 1622088633.0035 141.8281 1622088633.0086 0
FUNC Graphic.B1M_callback 141.8398 1622088633.0668 141.8398 1622088633.0720 0
FUNC Graphic.B1M_callback 141.8438 1622088633.1292 141.8438 1622088633.1351 0
FUNC Graphic.B1M_callback 141.8516 1622088633.2229 141.8516 1622088633.2282 0
FUNC Graphic.B1M_callback 141.8516 1622088633.2963 141.8516 1622088633.3033 0
FUNC Graphic.B1M_callback 141.8594 1622088633.3667 141.8594 1622088633.3731 0
FUNC Graphic.B1M_callback 141.8633 1622088633.4350 141.8633 1622088633.4423 0
FUNC Graphic.B1M_callback 141.8633 1622088633.4962 141.8633 1622088633.5016 0
FUNC Graphic.B1R_callback 138.2539 1622088629.8578 138.3047 1622088629.8896 0
FUNC Graphic.B1R_callback 138.4531 1622088630.3890 138.4531 1622088630.3938 0
FUNC Graphic.B1R_callback 141.8633 1622088633.5455 141.8711 1622088633.6450 0
FUNC Graphic.setStart_draw 138.2188 1622088629.5423 138.2383 1622088629.5493 1
FUNC Graphic.drawBox 138.2383 1622088629.6523 138.2500 1622088629.6590 1
FUNC Graphic.drawBox 138.2539 1622088629.6817 138.2539 1622088629.6874 1
FUNC Graphic.drawBox 138.2539 1622088629.7111 138.2539 1622088629.7185 1
FUNC Graphic.drawBox 138.2539 1622088629.7433 138.2539 1622088629.7501 1
FUNC Graphic.drawBox 138.2539 1622088629.7753 138.2539 1622088629.7821 1
FUNC Graphic.drawBox 138.2539 1622088629.8072 138.2539 1622088629.8127 1
FUNC Graphic.drawBox 138.2539 1622088629.8381 138.2539 1622088629.8440 1
FUNC Graphic.setBox 138.2539 1622088629.8652 138.3047 1622088629.8806 1
FUNC Graphic.setBox 141.8633 1622088633.5528 141.8711 1622088633.6393 1
FUNC Graphic.hover_detect 138.3203 1622088629.8958 138.3203 1622088629.9004 0
FUNC Graphic.hover_detect 138.3320 1622088630.0799 138.3320 1622088630.0860 0
FUNC Graphic.hover_detect 138.3320 1622088630.1632 138.3320 1622088630.1705 0
FUNC Graphic.hover_detect 138.4531 1622088630.3624 138.4531 1622088630.3697 0
FUNC Graphic.hover_detect 138.4961 1622088630.5130 138.4961 1622088630.5184 0
FUNC Graphic.hover_detect 138.5273 1622088630.5626 138.5273 1622088630.5689 0
FUNC Graphic.hover_detect 141.7891 1622088632.2651 141.7891 1622088632.2723 0
FUNC Graphic.hover_detect 141.7930 1622088632.3949 141.7930 1622088632.4019 0
FUNC Graphic.hover_detect 141.8477 1622088633.1816 141.8516 1622088633.1892 0
FUNC Graphic.hover_detect 141.9102 1622088634.4606 141.9102 1622088634.4673 0
FUNC Graphic.selectBox 138.3320 1622088630.2640 138.4531 1622088630.3458 0
FUNC Graphic.selectBox 141.8633 1622088633.5346 141.8633 1622088633.5408 0
FUNC Graphic.deselectBox 138.3320 1622088630.2125 138.3320 1622088630.2191 1
FUNC Graphic.deselectBox 141.8203 1622088632.8091 141.8203 1622088632.8150 1
FUNC Graphic.setStart_manip 138.3320 1622088630.1955 138.3320 1622088630.2002 0
FUNC Graphic.setStart_manip 141.8203 1622088632.7916 141.8203 1622088632.7989 0
FUNC Graphic.manipulateBox 141.8281 1622088632.9914 141.8281 1622088632.9966 0
FUNC Graphic.manipulateBox 141.8359 1622088633.0553 141.8359 1622088633.0604 0
FUNC Graphic.manipulateBox 141.8438 1622088633.1134 141.8438 1622088633.1210 0
FUNC Graphic.manipulateBox 141.8516 1622088633.2094 141.8516 1622088633.2155 0
FUNC Graphic.manipulateBox 141.8516 1622088633.2820 141.8516 1622088633.2890 0
FUNC Graphic.manipulateBox 141.8594 1622088633.3518 141.8594 1622088633.3620 0
FUNC Graphic.manipulateBox 141.8594 1622088633.4205 141.8594 1622088633.4294 0
FUNC Graphic.manipulateBox 141.8633 1622088633.4837 141.8633 1622088633.4914 0
FUNC Graphic.cursors 138.1914 1622088629.0486 138.2109 1622088629.0594 0
FUNC Graphic.cursors 138.3203 1622088629.9063 138.3203 1622088629.9127 0
FUNC Graphic.cursors 138.3320 1622088630.0520 138.3320 1622088630.0576 0
FUNC Graphic.cursors 138.3320 1622088630.0650 138.3320 1622088630.0729 0
FUNC Graphic.cursors 138.3320 1622088630.0915 138.3320 1622088630.0983 0
FUNC Graphic.cursors 138.3320 1622088630.1471 138.3359 1622088630.1552 0
FUNC Graphic.cursors 138.3320 1622088630.1771 138.3320 1622088630.1850 0
FUNC Graphic.cursors 138.3320 1622088630.2726 138.3320 1622088630.2813 1
FUNC Graphic.cursors 138.4258 1622088630.3333 138.4531 1622088630.3406 1
FUNC Graphic.cursors 138.4531 1622088630.3509 138.4531 1622088630.3567 0
FUNC Graphic.cursors 138.4531 1622088630.3750 138.4531 1622088630.3838 0
FUNC Graphic.cursors 138.4961 1622088630.5005 138.4961 1622088630.5068 0
FUNC Graphic.cursors 138.4961 1622088630.5249 138.4961 1622088630.5331 0
FUNC Graphic.cursors 138.5273 1622088630.5500 138.5273 1622088630.5558 0
FUNC Graphic.cursors 138.5273 1622088630.5790 138.5273 1622088630.5856 0
FUNC Graphic.cursors 141.7773 1622088632.0915 141.7812 1622088632.0971 0
FUNC Graphic.cursors 141.7852 1622088632.1846 141.7852 1622088632.1926 0
FUNC Graphic.cursors 141.7930 1622088632.3797 141.7930 1622088632.3877 0
FUNC Graphic.cursors 141.7930 1622088632.4074 141.8008 1622088632.4161 0
FUNC Graphic.cursors 141.8516 1622088633.1954 141.8516 1622088633.2030 0
FUNC Graphic.cursors 141.8633 1622088633.5644 141.8633 1622088633.5740 2
FUNC Graphic.cursors 141.8711 1622088633.6133 141.8711 1622088633.6207 2
FUNC Graphic.cursors 141.8711 1622088633.6263 141.8711 1622088633.6335 2
FUNC Graphic.cursors 141.9219 1622088634.5094 141.9219 1622088634.5156 0
MEM 141.843750 1622088633.1283
MEM 141.851562 1622088633.2406
MEM 141.859375 1622088633.3576
MEM 141.863281 1622088633.4653
MEM 141.867188 1622088633.5812
MEM 141.871094 1622088633.6940
MEM 141.871094 1622088633.8027
MEM 141.886719 1622088633.9139
MEM 141.902344 1622088634.0215
MEM 141.898438 1622088634.1306
MEM 141.902344 1622088634.2421
MEM 141.906250 1622088634.3516
MEM 141.910156 1622088634.4616
MEM 141.929688 1622088634.5718
MEM 141.929688 1622088634.6840
MEM 141.933594 1622088634.7932
MEM 141.949219 1622088634.9019
MEM 141.960938 1622088635.0101
MEM 141.972656 1622088635.1194
MEM 141.996094 1622088635.2279
MEM 142.007812 1622088635.3358
MEM 142.027344 1622088635.4471
MEM 142.035156 1622088635.5554
MEM 142.039062 1622088635.6665
MEM 142.054688 1622088635.7749
MEM 142.089844 1622088635.8833
MEM 141.398438 1622088635.9929
MEM 137.378906 1622088636.1000
